taxid,parent_taxid,rank,scientific_name,common_name
2941062,2819606,species,Zelotomys sp. indet. Clade126,
2941063,941326,species,Mus sp. indet. Clade65,
2941064,941326,species,Mus sp. indet. Clade68,
2941065,941326,species,Mus sp. indet. Clade61,
2941066,941326,species,Mus sp. indet. Clade123,
2941067,941326,species,Mus sp. indet. Clade58,
2941068,941326,species,Mus sp. indet. Clade59,
2941069,941326,species,Mus sp. indet. Clade124,
2941070,2094177,species,Surdisorex polulus,Mount Kenya mole shrew
2941322,9771,subspecies,Balaenoptera musculus musculus,
2942186,33551,species,Ctenomys plebiscitum,plebiscite tuco-tuco
2942187,879280,species,Ctenomys sp. LagunaBrava,
2942952,867169,species,Myotis sp. B60,
2942953,867169,species,Myotis sp. B64,
2942954,867169,species,Myotis sp. B12,
2942955,867169,species,Myotis sp. B13,
2942956,2629890,species,Rhinolophus sp. B42,
2942957,2629890,species,Rhinolophus sp. B73,
2943201,258926,species,Laephotis angolensis,Angolan long-eared bat
2943202,568926,species,Neoromicia anchietae,Anchieta's serotine
2943210,568926,species,Neoromicia cf. anchietae ES-2022,
2943535,2747337,species,Micoureus sp. GC-2022,
2943536,2620455,species,Oecomys sp. GC-2022,
2944587,9738,species,Tursiops erebennus,
2944645,42413,subspecies,Peromyscus polionotus albifrons,
2944748,77232,no rank,unclassified Megaerops,
2944749,2944748,species,Megaerops sp. USNM MAMM 583818,
2944750,1158975,species,Cynopterus sp. USNM MAMM 619523,
2946512,9499,species,Alouatta juara,Jurua red howler
2946513,30596,subspecies,Cacajao calvus ucayalii,Peruvian red uakari monkey
2946514,30597,species,Pithecia albicans,white-footed saki
2946515,30597,species,Pithecia chrysocephala,golden-faced saki
2946516,30597,species,Pithecia hirsuta,hairy saki
2946517,30597,species,Pithecia mittermeieri,Mittermeier's Tapajos saki
2946518,30597,species,Pithecia pissinatti,Pissinatti's bald-faced saki
2946519,30597,species,Pithecia vanzolinii,Vanzolini's bald-faced saki
2946520,1812035,species,Plecturocebus dubius,
2946521,9520,species,Saimiri cassiquiarensis,Humboldt's squirrel monkey
2946522,9520,species,Saimiri macrodon,Ecuadorian squirrel monkey
2946523,2850015,species,Mico sp. n. MJ-2022,
2946524,2646430,species,Pithecia sp. MJ-2022,
2946525,2642123,species,Saguinus sp. MJ-2022,
2946700,2609096,species,Lepus sp. FMNH 29727,
2946701,2609096,species,Lepus sp. FMNH 102894,
2946702,2609096,species,Lepus sp. U5290 Xinjiang 180517,
2946703,2639906,species,Sylvilagus sp. UWBM 81161,
2946704,2639906,species,Sylvilagus sp. UWBM 80737,
2946705,2609447,species,Ochotona sp. UWBM 39250,
2946717,2609096,species,Lepus sp. FMNH 102892,
2950095,29130,species,Thomasomys antoniobracki,
2950096,29130,species,Thomasomys apeco,
2950097,29130,species,Thomasomys praetor,
2950098,29130,species,Thomasomys pyrrhonotus,
2950099,2626964,species,Thomasomys sp. 1 DR-2022,
2950100,29130,species,Thomasomys burneoi,
2951462,1636536,no rank,unclassified Submyotodon,
2951463,2951462,species,Submyotodon sp. m HF-2022,
2952389,2632858,species,Mops sp. NG05_NGR,
2952390,2632858,species,Mops sp. NG07_NGR,
2952391,2632858,species,Mops sp. NG010_NGR,
2952392,2632858,species,Mops sp. NG014_NGR,
2952393,2632858,species,Mops sp. NG017_NGR,
2952394,2632858,species,Mops sp. NG019_NGR,
2952395,2632858,species,Mops sp. NG020_NGR,
2952396,2632858,species,Mops sp. NG022_NGR,
2952397,2632858,species,Mops sp. NGB024_NGR,
2952509,49442,species,Rhinolophus yonghoiseni,Yong Hoi Sen's woolly horseshoe bat
2952759,2642123,species,Saguinus sp. SMIRC21,
2952760,2642123,species,Saguinus sp. CN232,
2952761,2642123,species,Saguinus sp. CN274,
2952762,2642123,species,Saguinus sp. CN287,
2952763,2642123,species,Saguinus sp. SMI257,
2952764,2642123,species,Saguinus sp. SMI250,
2952765,2642123,species,Saguinus sp. SG25,
2952766,2642123,species,Saguinus sp. SG15,
2952767,2642123,species,Saguinus sp. SG20,
2952768,2642123,species,Saguinus sp. SIM_F,
2952769,2642123,species,Saguinus sp. INUSTUS723,
2952770,2642123,species,Saguinus sp. INUSTUS708,
2952771,2642123,species,Saguinus sp. SMI1278,
2952796,2642123,species,Saguinus sp. CTGA163,
2952797,2642123,species,Saguinus sp. SBB1000,
2952798,2642123,species,Saguinus sp. SBB1115,
2952799,2642123,species,Saguinus sp. SMA57,
2952800,2642123,species,Saguinus sp. SMAR567,
2954776,2609447,species,Ochotona sp. TS-2022,
2954914,10111,species,Praomys daltoni complex sp. clade A,
2954915,10111,species,Praomys daltoni complex sp. clade C1,
2954916,10111,species,Praomys daltoni complex sp. ecotype derooi,
2954918,39107,genus,Chingawaemys,
2954919,2954918,no rank,unclassified Chingawaemys,
2954920,2954919,species,Chingawaemys sp. LAV1667,
2956428,29124,species,Oxymycterus juliacae,Upper Yungas Inca hocicudo
2956714,29124,species,Oxymycterus nigrifrons,
2956715,29124,species,Oxymycterus willkaurco,Cusco hocicudo
2957227,49442,species,Rhinolophus hilli,Hill's horseshoe bat
2957507,68724,subspecies,Canis aureus cruesemanni,
2959300,2618071,species,Cercopithecus sp. T2598,
2959301,2618071,species,Cercopithecus sp. T2619,
2959302,2618071,species,Cercopithecus sp. T1713,
2959303,2618071,species,Cercopithecus sp. T1676,
2959304,2618071,species,Cercopithecus sp. T1714,
2959305,2618071,species,Cercopithecus sp. T2601,
2959306,2618071,species,Cercopithecus sp. T2632,
2959307,2618071,species,Cercopithecus sp. T2681,
2959308,2618071,species,Cercopithecus sp. T2688,
2959309,2618071,species,Cercopithecus sp. T2690,
2959310,2618071,species,Cercopithecus sp. T2689,
2959311,2618071,species,Cercopithecus sp. T2647,
2959312,2618071,species,Cercopithecus sp. T2682,
2959313,2618071,species,Cercopithecus sp. T2685,
2959314,2638341,species,Cricetomys sp. T1666,
2959315,2638341,species,Cricetomys sp. T1667,
2959316,2638341,species,Cricetomys sp. T1760,
2959317,2638341,species,Cricetomys sp. T1761,
2959318,2638341,species,Cricetomys sp. T1682,
2959319,2638341,species,Cricetomys sp. T1755,
2959320,2638341,species,Cricetomys sp. T1735,
2959321,2638341,species,Cricetomys sp. T1683,
2959322,2638341,species,Cricetomys sp. T2687,
2959323,9529,no rank,unclassified Cercocebus,
2959324,2959323,species,Cercocebus sp. Y45,
2959325,2618071,species,Cercopithecus sp. T2610,
2959326,2618071,species,Cercopithecus sp. T2649,
2959327,2618071,species,Cercopithecus sp. Y36,
2959328,2618071,species,Cercopithecus sp. Y40,
2959329,2618071,species,Cercopithecus sp. T2665,
2959330,2618071,species,Cercopithecus sp. T2648,
2959331,2618071,species,Cercopithecus sp. T2678,
2959332,2638341,species,Cricetomys sp. T2146,
2959333,2638341,species,Cricetomys sp. T2175,
2964401,530177,species,Nephelomys childi,
2964402,530177,species,Nephelomys meridensis,
2964403,29130,species,Thomasomys niveipes,
2964404,10010,genus,Heterogeomys,
2964405,2964404,species,Heterogeomys dariensis,Darien pocket gopher
2964406,37886,no rank,unclassified Caenolestes,
2964407,2964406,species,Caenolestes sp. IAvH-CT-35596,
2964408,2964406,species,Caenolestes sp. IAvH-CT-35597,
2964409,2964406,species,Caenolestes sp. IAvH-CT-35619,
2964410,2964406,species,Caenolestes sp. IAvH-CT-35595,
2964411,2646213,species,Neacomys sp. IAvH-CT-35591,
2964412,2646213,species,Neacomys sp. IAvH-CT-35592,
2964413,2629051,species,Akodon sp. IAvH-CT-06096,
2964414,2629051,species,Akodon sp. IAvH-CT-20087,
2964415,2629051,species,Akodon sp. IAvH-CT-06097,
2964723,10040,species,Peromyscus amplus,
2964724,10040,species,Peromyscus collinus,
2964725,10040,species,Peromyscus felipensis,
2965089,36801,species,Crocidura sapaensis,
2966214,9836,species,Camelus knoblochi,
2966564,2623844,species,Peromyscus sp. CNMA 43154,
2966565,2623844,species,Peromyscus sp. CNMA 43176,
2966566,2623844,species,Peromyscus sp. b MALT-2022,
2966567,2623844,species,Peromyscus sp. t MALT-2022,
2966648,74488,no rank,unclassified Thryonomyidae,
2966649,2966648,species,Thryonomyidae sp. TswiThry9_IC,
2966650,2966648,species,Thryonomyidae sp. PorcepicT2144_IC,
2966651,2966648,species,Thryonomyidae sp. TswiThry4_IC,
2966652,59549,no rank,unclassified Reduncinae,
2966653,2966652,species,Reduncinae sp. Inc2_IC,
2966654,2966652,species,Reduncinae sp. bicheblancheT1410_IC,
2967115,2638341,species,Cricetomys sp. 1 KJG-2022,
2967275,281285,species,Mogera sp. RZX-2022,
2968076,879280,species,Ctenomys sp. t IT-2022,
2968395,9817,no rank,unclassified Orycteropus,
2968396,2968395,species,Orycteropus sp. squirrelT1421_IC,
2968397,2966648,species,Thryonomyidae sp. HcriT2144_IC,
2968512,879280,species,Ctenomys sp. Anielo,
2968766,879280,species,Ctenomys sp. PC9,
2968767,879280,species,Ctenomys sp. PC7,
2968768,879280,species,Ctenomys sp. PC4,
2968769,879280,species,Ctenomys sp. PC1,
2968770,879280,species,Ctenomys sp. MH14,
2968771,879280,species,Ctenomys sp. PC5,
2968772,879280,species,Ctenomys sp. MH15,
2968773,879280,species,Ctenomys sp. MH11,
2968819,33551,species,Ctenomys andersoni,Anderson's cujuchi
2968820,33551,species,Ctenomys lessai,Lessa's tuco-tuco
2968821,33551,species,Ctenomys yatesi,Yates' tuco-tuco
2968822,27625,no rank,unclassified Nyctinomops,
2968823,2968822,species,Nyctinomops sp. m IT-2022,
2969767,258918,species,Histiotus laephotis,Thomas's big-eared brown bat
2969768,258918,species,Histiotus mochica,Moche big-eared brown bat
2969769,867169,species,Myotis sp. MVZ Mamm 224796,
2969770,258918,no rank,unclassified Histiotus,
2970673,10053,species,Microtus lavernedii,Campagnol de Lavernede
2970948,58068,species,Hipposideros poutensis,intermediate roundleaf bat
2972396,49442,species,Rhinolophus mabuensis,Mount Mabu horseshoe bat
2972397,2629890,species,Rhinolophus sp. n. MR-2022,
2972969,226698,species,Eupetaurus nivamons,Yunnan woolly flying squirrel
2973841,58068,species,Hipposideros cf. grandis ZMMU S-195421,
2973842,58068,species,Hipposideros cf. griffini ZMMU S-195483,
2973844,58068,species,Hipposideros cf. ruber ZMMU S-192897,
2973845,58068,species,Hipposideros cf. armiger ZMMU S-167159,
2974270,9434,species,Myotis huariorum,
2974306,42721,species,Marmosops marina,Silva's slender opossum
2974923,58068,species,Hipposideros cf. abae ZMMU S-189528,
2975443,79919,species,Holochilus nanus,
2975608,2835214,species,Scaptonyx sp. KIZ DD180128,
2975609,2835214,species,Scaptonyx sp. KIZ DD180138,
2975610,2835214,species,Scaptonyx sp. KIZ GW180131,
2975611,2835214,species,Scaptonyx sp. KIZ GW180430,
2975612,2835214,species,Scaptonyx sp. KIZ PM180107,
2975613,2835214,species,Scaptonyx sp. KIZ PM180263,
2975614,2835214,species,Scaptonyx sp. KIZ YP180002,
2975615,2613862,species,Neodon sp. KIZ DD180008,
2975616,2613862,species,Neodon sp. KIZ DD180012,
2975617,2613862,species,Neodon sp. KIZ GW180006,
2975618,2613862,species,Neodon sp. KIZ GW180020,
2976202,29130,species,Thomasomys lojapiuranus,
2976206,13615,species,Monodelphis ronaldi,Pine's opossum
2976338,153286,subspecies,Myotis nigricans osculatii,
2976653,9360,species,Dasypus bellus,
2976656,48087,subspecies,Lepus californicus texianus,
2977340,9434,species,Myotis arescens,
2977535,182675,subspecies,Scapanus townsendii townsendii,
2977536,182673,subspecies,Scapanus latimanus latimanus,
2977537,71119,subspecies,Scalopus aquaticus machrinus,
2977538,182677,subspecies,Neurotrichus gibbsii hyacinthinus,
2977539,182674,subspecies,Scapanus orarius schefferi,
2977540,182675,subspecies,Scapanus townsendii olympicus,
2977541,182673,subspecies,Scapanus latimanus caurinus,
2977542,182673,subspecies,Scapanus latimanus dilatus,
2977543,182674,subspecies,Scapanus orarius orarius,
2977544,182672,species,Scapanus anthonyi,
2977545,182672,species,Scapanus occultus,
2977824,37347,subspecies,Tupaia belangeri yaoshanensis,
2979364,9488,subspecies,Saguinus mystax pileatus,red-capped tamarin
2979365,9488,subspecies,Saguinus mystax pluto,"white-rumped moustached tamarin,"
2979366,2642123,species,Saguinus sp. k TH-2022,
2980523,9673,no rank,unclassified Viverridae,
2980524,2980523,species,Viverridae sp. ZSI AZ-2022,
2980525,2980523,species,Viverridae sp. BNHS 5599,
2980526,2980523,species,Viverridae sp. CU AZ-2022,
2980641,9440,subspecies,Antrozous pallidus pacificus,
2980642,9440,subspecies,Antrozous pallidus pallidus,
2980668,257884,subspecies,Myotis ciliolabrum melanorhinus,
2980669,159337,subspecies,Myotis yumanensis yumanensis,
2980672,71119,subspecies,Scalopus aquaticus aereus,
2981328,183663,genus,Parablarinella,
2981329,2981328,no rank,unclassified Parablarinella,
2981330,2981329,species,Parablarinella sp. 1 XP-2022a,
2982649,51345,species,Graphiurus cf. raptor TZJA034,
2983910,10013,subspecies,Thomomys bottae limpiae,
2984387,862510,species,Mus gerbillus,
2984388,2723282,species,Mus cf. gerbillus JK-2022,
2984389,862510,species,Mus harennensis,Harenna mouse
2984905,310262,species,Equus sp. UW54705,
2984906,310262,species,Equus sp. IMNH 50001/17237,
2984907,647690,no rank,unclassified Camelops,
2984908,2984907,species,Camelops sp. IMNH 2027/14846,
2984909,310262,species,Equus sp. UW54706,
2985574,329634,subspecies,Allocricetulus eversmanni pseudocurtatus,
2986393,9434,species,Myotis handleyi,Handley's myotis
2986958,2749099,no rank,unclassified Hadrosciurus,
2986959,2986958,species,Hadrosciurus sp. 3 EFA-2022,
2987636,109680,species,Otomys auratus,southeast African vlei rat
2987637,2635655,species,Otomys sp. FMNH 208669,
2990559,2622384,species,Crocidura sp. g ZL-2022,
2991276,2620613,species,Hypsugo sp. SD-2022,
2991501,9691,subspecies,Panthera pardus adersi,Zanzibar leopard
2992221,2613862,species,Neodon sp. ny XW-2022,
2993549,268757,species,Nectogale sikhimensis,
2993826,10045,genus,Ammodillus,
2993827,2993826,species,Ammodillus imbellis,ammodile
2993828,2622000,species,Gerbillus sp. AM-2022,
2993829,410297,species,Gerbilliscus cf. kempi AM-2022,
2994263,36801,species,Crocidura kegoensis,Ke Go white-toothed shrew
2994998,27637,species,Glossophaga mutica,Merriam's long-tongued bat
2995524,100946,no rank,unclassified Petinomys,
2995525,2995524,species,Petinomys sp. ES-2022,
2995527,48904,species,Podogymnura aureospinula,
2995528,48905,subspecies,Podogymnura truei minima,
2995529,48905,subspecies,Podogymnura truei truei,
2995530,48904,no rank,unclassified Podogymnura,
2995531,2995530,species,Podogymnura sp. n. DMR-2022,
2995538,9377,species,Suncus ater,black shrew
2995732,94196,subspecies,Viverricula indica taivana,
2995733,9675,subspecies,Paguma larvata taivana,
2995734,36240,subspecies,Mustela sibirica taivana,
2996117,10040,species,Peromyscus laceianus,
2996699,148031,species,Vampyressa elisabethae,
2996700,362825,subspecies,Vampyressa melissa sinchi,
2997257,27621,species,Molossus nigricans,northern black mastiff bat
2998138,49442,species,Rhinolophus thailandensis,Thailand horseshoe bat
2999249,204266,species,Melogale everetti,Bornean ferret badger
3002740,2625720,species,Odocoileus sp. vd DT-2022,
3002823,1217599,species,Murinae sp. FMNH 194802,
3002824,1217599,species,Murinae sp. FMNH 194804,
3002825,1217599,species,Murinae sp. FMNH 208788,
3002826,435433,species,Rattus sp. FMNH 135719,
3002827,435433,species,Rattus sp. FMNH 135720,
3002828,435433,species,Rattus sp. FMNH 145720,
3002829,435433,species,Rattus sp. FMNH 145719,
3002830,349712,no rank,unclassified Tarsomys,
3002831,3002830,species,Tarsomys sp. FMNH 194803,
3002832,3002830,species,Tarsomys sp. FMNH 208825,
3002833,3002830,species,Tarsomys sp. FMNH 208755,
3002834,435433,species,Rattus sp. FMNH 145727,
3002835,435433,species,Rattus sp. FMNH 145735,
3002836,435433,species,Rattus sp. FMNH 145736,
3002842,70831,subspecies,Rattus everetti everetti,Philippine forest rat
3002843,10114,species,Rattus mindorensis,Mindoro black rat
3002844,349712,species,Tarsomys echinatus,Spiny long-footed rat
3002846,39107,genus,Palawanomys,
3002847,3002846,species,Palawanomys furvus,Palawan soft-furred mountain rat
3003812,2609096,species,Lepus sp. 1 AS-2022,
3003813,2609096,species,Lepus sp. 2 AS-2022,
3003814,2609096,species,Lepus sp. 3 AS-2022,
3003815,2609447,species,Ochotona sp. 1 AS-2022,
3003816,2639906,species,Sylvilagus sp. 1 AS-2022,
3003817,2639906,species,Sylvilagus sp. 2 AS-2022,
3004188,862507,species,Mus musculus musculus x Mus musculus molossinus,
3007093,49442,species,Rhinolophus francisi,Francis's woolly horseshoe bat
3014042,1003859,species,Mindomys kutuku,Kutuku rat
3014077,461710,subspecies,Tamiops mcclellandii barbei,
3014078,64664,subspecies,Callosciurus caniceps concolor,
3014079,461710,subspecies,Tamiops mcclellandii kongensis,
3014080,226546,subspecies,Dremomys rufigenis belfieldi,
3014081,461710,subspecies,Tamiops mcclellandii mcclellandii,
3014082,64664,subspecies,Callosciurus caniceps bimaculatus,
3014083,461710,subspecies,Tamiops mcclellandii leucotis,
3014084,461710,subspecies,Tamiops mcclellandii collinus,
3014085,226546,subspecies,Dremomys rufigenis opimus,
3014086,226546,subspecies,Dremomys rufigenis adamsoni,
3014087,226546,subspecies,Dremomys rufigenis laomache,
3014088,64664,subspecies,Callosciurus caniceps caniceps,
3014089,226546,subspecies,Dremomys rufigenis rufigenis,
3016450,9539,species,Macaca fascicularis x Macaca mulatta,
